sample,subject,source_model,target_model,count
agreement_rate_sample85_wrong,professional_law,qwen32b,qwen3b,1
agreement_rate_sample85_wrong,professional_law,qwen7b,qwen14b,1
agreement_rate_sample85_wrong,professional_law,llama3b,qwen32b,1
agreement_rate_sample85_wrong,professional_law,llama8b,qwen32b,1
agreement_rate_sample85_wrong,professional_law,qwen3b,qwen32b,1
agreement_rate_sample85_wrong,professional_law,qwen7b,qwen32b,1
agreement_rate_sample85_wrong,professional_law,qwen14b,qwen32b,1
agreement_rate_sample87_wrong,professional_law,qwen7b,llama3b,1
agreement_rate_sample87_wrong,professional_law,qwen14b,llama3b,1
agreement_rate_sample88_wrong,professional_law,qwen14b,qwen7b,1
agreement_rate_sample91_wrong,professional_law,qwen7b,llama3b,1
agreement_rate_sample91_wrong,professional_law,qwen14b,llama3b,1
agreement_rate_sample91_wrong,professional_law,qwen32b,llama3b,1
agreement_rate_sample91_wrong,professional_law,llama3b,llama8b,2
agreement_rate_sample91_wrong,professional_law,qwen3b,llama8b,1
agreement_rate_sample91_wrong,professional_law,qwen32b,llama8b,1
agreement_rate_sample91_wrong,professional_law,qwen7b,llama8b,1
agreement_rate_sample91_wrong,professional_law,qwen14b,llama8b,1
agreement_rate_sample91_wrong,professional_law,llama3b,qwen3b,1
agreement_rate_sample91_wrong,professional_law,qwen7b,qwen3b,1
agreement_rate_sample91_wrong,professional_law,qwen14b,qwen3b,1
agreement_rate_sample91_wrong,professional_law,qwen32b,qwen3b,1
agreement_rate_sample91_wrong,professional_law,llama3b,qwen32b,1
agreement_rate_sample91_wrong,professional_law,llama8b,qwen32b,1
agreement_rate_sample91_wrong,professional_law,qwen3b,qwen32b,1
agreement_rate_sample91_wrong,professional_law,qwen7b,qwen32b,1
agreement_rate_sample91_wrong,professional_law,qwen14b,qwen32b,1
agreement_rate_sample92_wrong,professional_law,llama3b,qwen14b,1
agreement_rate_sample92_wrong,professional_law,qwen7b,qwen14b,1
agreement_rate_sample93_wrong,professional_law,qwen7b,llama3b,1
agreement_rate_sample95_wrong,professional_law,llama3b,llama8b,1
agreement_rate_sample95_wrong,professional_law,qwen3b,llama8b,1
agreement_rate_sample95_wrong,professional_law,qwen7b,llama8b,1
agreement_rate_sample95_wrong,professional_law,qwen14b,llama8b,1
agreement_rate_sample95_wrong,professional_law,llama8b,qwen7b,2
agreement_rate_sample95_wrong,professional_law,qwen32b,qwen7b,2
agreement_rate_sample95_wrong,professional_law,llama3b,qwen7b,1
agreement_rate_sample95_wrong,professional_law,qwen3b,qwen7b,1
agreement_rate_sample95_wrong,professional_law,qwen14b,qwen7b,1
agreement_rate_sample95_wrong,professional_law,llama8b,qwen14b,2
agreement_rate_sample95_wrong,professional_law,qwen32b,qwen14b,2
agreement_rate_sample95_wrong,professional_law,llama3b,qwen14b,1
agreement_rate_sample95_wrong,professional_law,qwen3b,qwen14b,1
agreement_rate_sample95_wrong,professional_law,llama3b,qwen32b,1
agreement_rate_sample95_wrong,professional_law,qwen3b,qwen32b,1
agreement_rate_sample95_wrong,professional_law,qwen7b,qwen32b,1
agreement_rate_sample95_wrong,professional_law,qwen14b,qwen32b,1
agreement_rate_sample97_wrong,professional_law,llama3b,llama8b,2
agreement_rate_sample97_wrong,professional_law,qwen3b,llama8b,2
agreement_rate_sample97_wrong,professional_law,qwen7b,llama8b,2
agreement_rate_sample97_wrong,professional_law,qwen32b,llama8b,2
agreement_rate_sample97_wrong,professional_law,qwen14b,llama8b,1
agreement_rate_sample97_wrong,professional_law,llama8b,qwen7b,1
agreement_rate_sample97_wrong,professional_law,qwen14b,qwen7b,1
agreement_rate_sample97_wrong,professional_law,qwen32b,qwen7b,1
agreement_rate_sample97_wrong,professional_law,llama3b,qwen14b,1
agreement_rate_sample97_wrong,professional_law,llama8b,qwen14b,2
agreement_rate_sample97_wrong,professional_law,qwen3b,qwen14b,1
agreement_rate_sample97_wrong,professional_law,qwen32b,qwen14b,1
agreement_rate_sample97_wrong,professional_law,qwen7b,qwen14b,1
agreement_rate_sample97_wrong,professional_law,llama3b,qwen32b,2
agreement_rate_sample97_wrong,professional_law,qwen3b,qwen32b,2
agreement_rate_sample97_wrong,professional_law,qwen7b,qwen32b,2
agreement_rate_sample97_wrong,professional_law,qwen14b,qwen32b,2
agreement_rate_sample97_wrong,professional_law,llama8b,qwen32b,1
agreement_rate_sample98_wrong,professional_law,qwen7b,llama3b,2
agreement_rate_sample98_wrong,professional_law,qwen14b,llama3b,2
agreement_rate_sample98_wrong,professional_law,qwen32b,llama3b,3
agreement_rate_sample98_wrong,professional_law,llama8b,llama3b,1
agreement_rate_sample98_wrong,professional_law,llama3b,llama8b,2
agreement_rate_sample98_wrong,professional_law,qwen7b,llama8b,1
agreement_rate_sample98_wrong,professional_law,qwen3b,llama8b,1
agreement_rate_sample98_wrong,professional_law,llama3b,qwen3b,1
agreement_rate_sample98_wrong,professional_law,qwen7b,qwen3b,1
agreement_rate_sample98_wrong,professional_law,qwen32b,qwen3b,1
agreement_rate_sample98_wrong,professional_law,llama3b,qwen14b,2
agreement_rate_sample98_wrong,professional_law,llama8b,qwen14b,1
agreement_rate_sample98_wrong,professional_law,qwen3b,qwen14b,1
agreement_rate_sample98_wrong,professional_law,qwen7b,qwen14b,1
agreement_rate_sample98_wrong,professional_law,llama3b,qwen32b,3
agreement_rate_sample98_wrong,professional_law,llama8b,qwen32b,2
agreement_rate_sample98_wrong,professional_law,qwen3b,qwen32b,3
agreement_rate_sample98_wrong,professional_law,qwen7b,qwen32b,1
agreement_rate_sample98_wrong,professional_law,qwen14b,qwen32b,1
agreement_rate_sample99_wrong,professional_law,llama3b,llama8b,1
agreement_rate_sample99_wrong,professional_law,qwen3b,llama8b,1
agreement_rate_sample99_wrong,professional_law,qwen7b,llama8b,2
agreement_rate_sample99_wrong,professional_law,llama8b,qwen7b,1
agreement_rate_sample99_wrong,professional_law,qwen14b,qwen7b,1
agreement_rate_sample99_wrong,professional_law,qwen32b,qwen7b,1
agreement_rate_sample99_wrong,professional_law,llama3b,qwen14b,1
agreement_rate_sample99_wrong,professional_law,llama8b,qwen14b,1
agreement_rate_sample99_wrong,professional_law,qwen3b,qwen14b,1
agreement_rate_sample99_wrong,professional_law,qwen32b,qwen14b,1
agreement_rate_sample99_wrong,professional_law,llama3b,qwen32b,1
agreement_rate_sample99_wrong,professional_law,qwen3b,qwen32b,1
agreement_rate_sample99_wrong,professional_law,qwen7b,qwen32b,1
agreement_rate_sample101_wrong,machine_learning,qwen7b,llama3b,2
agreement_rate_sample101_wrong,machine_learning,qwen14b,llama3b,2
agreement_rate_sample101_wrong,machine_learning,qwen32b,llama3b,3
agreement_rate_sample101_wrong,machine_learning,llama3b,llama8b,1
agreement_rate_sample101_wrong,machine_learning,qwen7b,llama8b,1
agreement_rate_sample101_wrong,machine_learning,qwen32b,llama8b,1
agreement_rate_sample101_wrong,machine_learning,llama3b,qwen3b,1
agreement_rate_sample101_wrong,machine_learning,qwen7b,qwen3b,1
agreement_rate_sample101_wrong,machine_learning,qwen32b,qwen3b,1
agreement_rate_sample101_wrong,machine_learning,llama3b,qwen14b,3
agreement_rate_sample101_wrong,machine_learning,llama8b,qwen14b,2
agreement_rate_sample101_wrong,machine_learning,qwen3b,qwen14b,2
agreement_rate_sample101_wrong,machine_learning,qwen7b,qwen14b,1
agreement_rate_sample101_wrong,machine_learning,llama3b,qwen32b,3
agreement_rate_sample101_wrong,machine_learning,llama8b,qwen32b,3
agreement_rate_sample101_wrong,machine_learning,qwen3b,qwen32b,3
agreement_rate_sample101_wrong,machine_learning,qwen7b,qwen32b,1
agreement_rate_sample101_wrong,machine_learning,qwen14b,qwen32b,1
agreement_rate_sample102_wrong,machine_learning,llama3b,llama8b,1
agreement_rate_sample102_wrong,machine_learning,qwen3b,llama8b,1
agreement_rate_sample102_wrong,machine_learning,qwen7b,llama8b,1
agreement_rate_sample102_wrong,machine_learning,qwen14b,llama8b,1
agreement_rate_sample102_wrong,machine_learning,qwen32b,llama8b,1
agreement_rate_sample103_wrong,machine_learning,qwen7b,llama3b,1
agreement_rate_sample103_wrong,machine_learning,qwen7b,qwen14b,1
agreement_rate_sample105_wrong,machine_learning,qwen32b,llama3b,1
agreement_rate_sample105_wrong,machine_learning,qwen3b,llama3b,1
agreement_rate_sample105_wrong,machine_learning,qwen14b,llama3b,1
agreement_rate_sample105_wrong,machine_learning,llama3b,llama8b,1
agreement_rate_sample105_wrong,machine_learning,qwen3b,llama8b,1
agreement_rate_sample105_wrong,machine_learning,qwen7b,llama8b,1
agreement_rate_sample105_wrong,machine_learning,llama3b,qwen3b,1
agreement_rate_sample105_wrong,machine_learning,qwen7b,qwen3b,1
agreement_rate_sample105_wrong,machine_learning,qwen14b,qwen3b,2
agreement_rate_sample105_wrong,machine_learning,llama8b,qwen3b,1
agreement_rate_sample105_wrong,machine_learning,qwen32b,qwen3b,1
agreement_rate_sample105_wrong,machine_learning,qwen32b,qwen7b,1
agreement_rate_sample105_wrong,machine_learning,qwen32b,qwen14b,3
agreement_rate_sample105_wrong,machine_learning,llama8b,qwen14b,2
agreement_rate_sample105_wrong,machine_learning,qwen3b,qwen14b,1
agreement_rate_sample105_wrong,machine_learning,llama3b,qwen14b,1
agreement_rate_sample105_wrong,machine_learning,qwen7b,qwen14b,1
agreement_rate_sample105_wrong,machine_learning,llama3b,qwen32b,2
agreement_rate_sample105_wrong,machine_learning,llama8b,qwen32b,1
agreement_rate_sample105_wrong,machine_learning,qwen3b,qwen32b,2
agreement_rate_sample105_wrong,machine_learning,qwen7b,qwen32b,2
agreement_rate_sample105_wrong,machine_learning,qwen14b,qwen32b,1
agreement_rate_sample106_wrong,machine_learning,qwen7b,llama3b,2
agreement_rate_sample106_wrong,machine_learning,qwen14b,llama3b,2
agreement_rate_sample106_wrong,machine_learning,qwen32b,llama3b,4
agreement_rate_sample106_wrong,machine_learning,llama8b,llama3b,2
agreement_rate_sample106_wrong,machine_learning,qwen3b,llama3b,2
agreement_rate_sample106_wrong,machine_learning,llama3b,qwen32b,4
agreement_rate_sample106_wrong,machine_learning,llama8b,qwen32b,2
agreement_rate_sample106_wrong,machine_learning,qwen3b,qwen32b,2
agreement_rate_sample106_wrong,machine_learning,qwen7b,qwen32b,2
agreement_rate_sample106_wrong,machine_learning,qwen14b,qwen32b,2
agreement_rate_sample108_wrong,machine_learning,qwen3b,llama3b,2
agreement_rate_sample108_wrong,machine_learning,qwen7b,llama3b,1
agreement_rate_sample108_wrong,machine_learning,qwen14b,llama3b,1
agreement_rate_sample108_wrong,machine_learning,qwen32b,llama3b,1
agreement_rate_sample108_wrong,machine_learning,qwen3b,llama8b,2
agreement_rate_sample108_wrong,machine_learning,qwen7b,llama8b,1
agreement_rate_sample108_wrong,machine_learning,qwen14b,llama8b,1
agreement_rate_sample108_wrong,machine_learning,llama3b,llama8b,1
agreement_rate_sample108_wrong,machine_learning,llama3b,qwen3b,3
agreement_rate_sample108_wrong,machine_learning,llama8b,qwen3b,2
agreement_rate_sample108_wrong,machine_learning,qwen32b,qwen3b,1
agreement_rate_sample108_wrong,machine_learning,qwen7b,qwen3b,1
agreement_rate_sample108_wrong,machine_learning,qwen14b,qwen3b,1
agreement_rate_sample108_wrong,machine_learning,llama3b,qwen32b,2
agreement_rate_sample108_wrong,machine_learning,llama8b,qwen32b,1
agreement_rate_sample108_wrong,machine_learning,qwen7b,qwen32b,1
agreement_rate_sample108_wrong,machine_learning,qwen14b,qwen32b,1
agreement_rate_sample108_wrong,machine_learning,qwen3b,qwen32b,1
agreement_rate_sample109_wrong,machine_learning,llama3b,llama8b,1
agreement_rate_sample109_wrong,machine_learning,qwen3b,llama8b,1
agreement_rate_sample109_wrong,machine_learning,qwen7b,llama8b,1
agreement_rate_sample109_wrong,machine_learning,qwen14b,llama8b,1
agreement_rate_sample109_wrong,machine_learning,qwen32b,llama8b,1
agreement_rate_sample109_wrong,machine_learning,llama8b,qwen7b,1
agreement_rate_sample109_wrong,machine_learning,llama8b,qwen14b,1
agreement_rate_sample111_wrong,machine_learning,qwen14b,qwen7b,1
agreement_rate_sample111_wrong,machine_learning,qwen32b,qwen7b,1
agreement_rate_sample111_wrong,machine_learning,llama3b,qwen14b,1
agreement_rate_sample111_wrong,machine_learning,llama8b,qwen14b,1
agreement_rate_sample111_wrong,machine_learning,qwen3b,qwen14b,1
agreement_rate_sample111_wrong,machine_learning,qwen32b,qwen14b,1
agreement_rate_sample111_wrong,machine_learning,llama3b,qwen32b,1
agreement_rate_sample111_wrong,machine_learning,llama8b,qwen32b,1
agreement_rate_sample111_wrong,machine_learning,qwen3b,qwen32b,1
agreement_rate_sample111_wrong,machine_learning,qwen7b,qwen32b,1
agreement_rate_sample114_wrong,machine_learning,qwen32b,llama3b,3
agreement_rate_sample114_wrong,machine_learning,llama8b,llama3b,1
agreement_rate_sample114_wrong,machine_learning,qwen3b,llama3b,1
agreement_rate_sample114_wrong,machine_learning,qwen7b,llama3b,2
agreement_rate_sample114_wrong,machine_learning,qwen7b,llama8b,1
agreement_rate_sample114_wrong,machine_learning,qwen32b,llama8b,1
agreement_rate_sample114_wrong,machine_learning,qwen32b,qwen7b,2
agreement_rate_sample114_wrong,machine_learning,llama8b,qwen7b,1
agreement_rate_sample114_wrong,machine_learning,qwen3b,qwen7b,1
agreement_rate_sample114_wrong,machine_learning,qwen14b,qwen7b,2
agreement_rate_sample114_wrong,machine_learning,llama3b,qwen7b,1
agreement_rate_sample114_wrong,machine_learning,llama3b,qwen14b,1
agreement_rate_sample114_wrong,machine_learning,qwen7b,qwen14b,2
agreement_rate_sample114_wrong,machine_learning,llama8b,qwen14b,1
agreement_rate_sample114_wrong,machine_learning,qwen3b,qwen14b,1
agreement_rate_sample114_wrong,machine_learning,qwen32b,qwen14b,1
agreement_rate_sample114_wrong,machine_learning,llama3b,qwen32b,3
agreement_rate_sample114_wrong,machine_learning,llama8b,qwen32b,2
agreement_rate_sample114_wrong,machine_learning,qwen3b,qwen32b,2
agreement_rate_sample114_wrong,machine_learning,qwen7b,qwen32b,1
agreement_rate_sample114_wrong,machine_learning,qwen14b,qwen32b,3
agreement_rate_sample115_wrong,machine_learning,qwen7b,llama3b,1
agreement_rate_sample115_wrong,machine_learning,qwen14b,llama3b,1
agreement_rate_sample115_wrong,machine_learning,qwen32b,llama3b,1
agreement_rate_sample115_wrong,machine_learning,llama3b,llama8b,1
agreement_rate_sample115_wrong,machine_learning,qwen3b,llama8b,1
agreement_rate_sample115_wrong,machine_learning,qwen7b,llama8b,1
agreement_rate_sample115_wrong,machine_learning,qwen14b,llama8b,1
agreement_rate_sample115_wrong,machine_learning,qwen32b,llama8b,1
agreement_rate_sample115_wrong,machine_learning,llama3b,qwen3b,1
agreement_rate_sample115_wrong,machine_learning,qwen7b,qwen3b,1
agreement_rate_sample115_wrong,machine_learning,qwen14b,qwen3b,1
agreement_rate_sample115_wrong,machine_learning,llama3b,qwen32b,2
agreement_rate_sample115_wrong,machine_learning,llama8b,qwen32b,1
agreement_rate_sample115_wrong,machine_learning,qwen3b,qwen32b,1
agreement_rate_sample115_wrong,machine_learning,qwen7b,qwen32b,1
agreement_rate_sample115_wrong,machine_learning,qwen14b,qwen32b,1
agreement_rate_sample117_wrong,machine_learning,qwen7b,llama3b,1
agreement_rate_sample117_wrong,machine_learning,qwen14b,llama3b,1
agreement_rate_sample117_wrong,machine_learning,qwen3b,llama3b,1
agreement_rate_sample117_wrong,machine_learning,llama3b,llama8b,2
agreement_rate_sample117_wrong,machine_learning,qwen3b,llama8b,1
agreement_rate_sample117_wrong,machine_learning,qwen7b,llama8b,2
agreement_rate_sample117_wrong,machine_learning,qwen14b,llama8b,1
agreement_rate_sample117_wrong,machine_learning,llama3b,qwen3b,1
agreement_rate_sample117_wrong,machine_learning,llama8b,qwen3b,1
agreement_rate_sample117_wrong,machine_learning,qwen7b,qwen3b,1
agreement_rate_sample117_wrong,machine_learning,qwen14b,qwen3b,1
agreement_rate_sample117_wrong,machine_learning,qwen32b,qwen3b,1
agreement_rate_sample117_wrong,machine_learning,llama8b,qwen7b,1
agreement_rate_sample117_wrong,machine_learning,qwen14b,qwen7b,1
agreement_rate_sample117_wrong,machine_learning,qwen32b,qwen7b,1
agreement_rate_sample117_wrong,machine_learning,llama3b,qwen32b,2
agreement_rate_sample117_wrong,machine_learning,qwen3b,qwen32b,1
agreement_rate_sample117_wrong,machine_learning,qwen7b,qwen32b,2
agreement_rate_sample117_wrong,machine_learning,qwen14b,qwen32b,1
agreement_rate_sample119_wrong,machine_learning,qwen7b,llama3b,1
agreement_rate_sample119_wrong,machine_learning,llama3b,llama8b,1
agreement_rate_sample119_wrong,machine_learning,qwen3b,llama8b,1
agreement_rate_sample119_wrong,machine_learning,qwen7b,llama8b,1
agreement_rate_sample119_wrong,machine_learning,llama3b,qwen3b,1
agreement_rate_sample119_wrong,machine_learning,qwen7b,qwen3b,1
agreement_rate_sample120_wrong,machine_learning,qwen7b,llama3b,1
agreement_rate_sample120_wrong,machine_learning,llama3b,llama8b,1
agreement_rate_sample120_wrong,machine_learning,qwen3b,llama8b,1
agreement_rate_sample120_wrong,machine_learning,qwen7b,llama8b,1
agreement_rate_sample120_wrong,machine_learning,llama3b,qwen3b,1
agreement_rate_sample120_wrong,machine_learning,qwen7b,qwen3b,1
agreement_rate_sample125_wrong,machine_learning,qwen7b,llama3b,1
agreement_rate_sample125_wrong,machine_learning,qwen14b,llama3b,1
agreement_rate_sample125_wrong,machine_learning,qwen32b,llama3b,1
agreement_rate_sample125_wrong,machine_learning,llama3b,llama8b,2
agreement_rate_sample125_wrong,machine_learning,qwen3b,llama8b,1
agreement_rate_sample125_wrong,machine_learning,qwen14b,llama8b,2
agreement_rate_sample125_wrong,machine_learning,qwen32b,llama8b,1
agreement_rate_sample125_wrong,machine_learning,qwen7b,llama8b,1
agreement_rate_sample125_wrong,machine_learning,llama3b,qwen3b,1
agreement_rate_sample125_wrong,machine_learning,qwen7b,qwen3b,1
agreement_rate_sample125_wrong,machine_learning,qwen14b,qwen3b,1
agreement_rate_sample125_wrong,machine_learning,qwen32b,qwen3b,1
agreement_rate_sample125_wrong,machine_learning,llama8b,qwen14b,1
agreement_rate_sample125_wrong,machine_learning,qwen7b,qwen14b,1
agreement_rate_sample125_wrong,machine_learning,llama3b,qwen32b,1
agreement_rate_sample125_wrong,machine_learning,llama8b,qwen32b,1
agreement_rate_sample125_wrong,machine_learning,qwen3b,qwen32b,1
agreement_rate_sample125_wrong,machine_learning,qwen7b,qwen32b,1
agreement_rate_sample125_wrong,machine_learning,qwen14b,qwen32b,1
agreement_rate_sample131_wrong,machine_learning,qwen7b,llama3b,1
agreement_rate_sample131_wrong,machine_learning,qwen14b,llama3b,2
agreement_rate_sample131_wrong,machine_learning,qwen32b,llama3b,2
agreement_rate_sample131_wrong,machine_learning,qwen3b,llama3b,1
agreement_rate_sample131_wrong,machine_learning,llama3b,llama8b,1
agreement_rate_sample131_wrong,machine_learning,qwen3b,llama8b,1
agreement_rate_sample131_wrong,machine_learning,qwen7b,llama8b,2
agreement_rate_sample131_wrong,machine_learning,qwen14b,llama8b,1
agreement_rate_sample131_wrong,machine_learning,qwen32b,llama8b,1
agreement_rate_sample131_wrong,machine_learning,llama8b,qwen7b,1
agreement_rate_sample131_wrong,machine_learning,qwen14b,qwen7b,1
agreement_rate_sample131_wrong,machine_learning,qwen32b,qwen7b,1
agreement_rate_sample131_wrong,machine_learning,llama3b,qwen14b,1
agreement_rate_sample131_wrong,machine_learning,llama8b,qwen14b,2
agreement_rate_sample131_wrong,machine_learning,qwen3b,qwen14b,1
agreement_rate_sample131_wrong,machine_learning,qwen7b,qwen14b,1
agreement_rate_sample131_wrong,machine_learning,qwen32b,qwen14b,1
agreement_rate_sample131_wrong,machine_learning,llama3b,qwen32b,3
agreement_rate_sample131_wrong,machine_learning,llama8b,qwen32b,2
agreement_rate_sample131_wrong,machine_learning,qwen3b,qwen32b,2
agreement_rate_sample131_wrong,machine_learning,qwen7b,qwen32b,1
agreement_rate_sample131_wrong,machine_learning,qwen14b,qwen32b,1
agreement_rate_sample135_wrong,machine_learning,qwen14b,qwen7b,1
agreement_rate_sample135_wrong,machine_learning,qwen32b,qwen7b,1
agreement_rate_sample135_wrong,machine_learning,llama3b,qwen14b,1
agreement_rate_sample135_wrong,machine_learning,llama8b,qwen14b,1
agreement_rate_sample135_wrong,machine_learning,qwen3b,qwen14b,1
agreement_rate_sample135_wrong,machine_learning,qwen32b,qwen14b,1
agreement_rate_sample135_wrong,machine_learning,llama3b,qwen32b,1
agreement_rate_sample135_wrong,machine_learning,llama8b,qwen32b,1
agreement_rate_sample135_wrong,machine_learning,qwen3b,qwen32b,1
agreement_rate_sample135_wrong,machine_learning,qwen7b,qwen32b,1
agreement_rate_sample138_wrong,machine_learning,llama3b,llama8b,1
agreement_rate_sample138_wrong,machine_learning,qwen3b,llama8b,1
agreement_rate_sample138_wrong,machine_learning,qwen7b,llama8b,1
agreement_rate_sample138_wrong,machine_learning,qwen14b,llama8b,1
agreement_rate_sample138_wrong,machine_learning,qwen32b,llama8b,1
agreement_rate_sample141_wrong,machine_learning,llama8b,qwen14b,1
agreement_rate_sample141_wrong,machine_learning,qwen7b,qwen14b,1
agreement_rate_sample144_wrong,machine_learning,llama8b,qwen7b,1
agreement_rate_sample144_wrong,machine_learning,qwen3b,qwen7b,1
agreement_rate_sample144_wrong,machine_learning,qwen14b,qwen7b,1
agreement_rate_sample144_wrong,machine_learning,qwen32b,qwen7b,1
agreement_rate_sample145_wrong,machine_learning,llama3b,llama8b,1
agreement_rate_sample145_wrong,machine_learning,qwen3b,llama8b,1
agreement_rate_sample145_wrong,machine_learning,qwen7b,llama8b,2
agreement_rate_sample145_wrong,machine_learning,qwen14b,llama8b,1
agreement_rate_sample145_wrong,machine_learning,qwen32b,llama8b,1
agreement_rate_sample145_wrong,machine_learning,llama8b,qwen7b,1
agreement_rate_sample145_wrong,machine_learning,qwen14b,qwen7b,1
agreement_rate_sample145_wrong,machine_learning,qwen32b,qwen7b,1
agreement_rate_sample145_wrong,machine_learning,llama8b,qwen14b,2
agreement_rate_sample145_wrong,machine_learning,qwen3b,qwen14b,1
agreement_rate_sample145_wrong,machine_learning,qwen7b,qwen14b,1
agreement_rate_sample145_wrong,machine_learning,qwen32b,qwen14b,1
agreement_rate_sample145_wrong,machine_learning,llama8b,qwen32b,2
agreement_rate_sample145_wrong,machine_learning,qwen3b,qwen32b,1
agreement_rate_sample145_wrong,machine_learning,qwen7b,qwen32b,1
agreement_rate_sample147_wrong,machine_learning,qwen7b,llama3b,1
agreement_rate_sample147_wrong,machine_learning,qwen32b,llama3b,2
agreement_rate_sample147_wrong,machine_learning,qwen3b,llama3b,1
agreement_rate_sample147_wrong,machine_learning,qwen14b,llama3b,1
agreement_rate_sample147_wrong,machine_learning,llama3b,llama8b,1
agreement_rate_sample147_wrong,machine_learning,qwen3b,llama8b,1
agreement_rate_sample147_wrong,machine_learning,qwen7b,llama8b,1
agreement_rate_sample147_wrong,machine_learning,qwen32b,llama8b,1
agreement_rate_sample147_wrong,machine_learning,llama3b,qwen14b,1
agreement_rate_sample147_wrong,machine_learning,qwen3b,qwen14b,1
agreement_rate_sample147_wrong,machine_learning,llama3b,qwen32b,2
agreement_rate_sample147_wrong,machine_learning,llama8b,qwen32b,2
agreement_rate_sample147_wrong,machine_learning,qwen3b,qwen32b,1
agreement_rate_sample147_wrong,machine_learning,qwen14b,qwen32b,1
agreement_rate_sample147_wrong,machine_learning,qwen7b,qwen32b,1
agreement_rate_sample152_wrong,business_ethics,qwen7b,llama3b,1
agreement_rate_sample152_wrong,business_ethics,qwen14b,llama3b,1
agreement_rate_sample152_wrong,business_ethics,qwen32b,llama3b,1
agreement_rate_sample152_wrong,business_ethics,llama3b,llama8b,2
agreement_rate_sample152_wrong,business_ethics,qwen3b,llama8b,1
agreement_rate_sample152_wrong,business_ethics,qwen7b,llama8b,1
agreement_rate_sample152_wrong,business_ethics,qwen14b,llama8b,1
agreement_rate_sample152_wrong,business_ethics,qwen32b,llama8b,1
agreement_rate_sample152_wrong,business_ethics,llama3b,qwen3b,1
agreement_rate_sample152_wrong,business_ethics,qwen7b,qwen3b,1
agreement_rate_sample152_wrong,business_ethics,qwen14b,qwen3b,1
agreement_rate_sample152_wrong,business_ethics,qwen32b,qwen3b,1
agreement_rate_sample154_wrong,business_ethics,qwen14b,llama3b,1
agreement_rate_sample154_wrong,business_ethics,qwen32b,llama3b,1
agreement_rate_sample154_wrong,business_ethics,llama3b,qwen3b,1
agreement_rate_sample154_wrong,business_ethics,qwen7b,qwen3b,1
agreement_rate_sample154_wrong,business_ethics,qwen14b,qwen3b,1
agreement_rate_sample154_wrong,business_ethics,qwen14b,qwen7b,1
agreement_rate_sample154_wrong,business_ethics,qwen32b,qwen7b,1
agreement_rate_sample154_wrong,business_ethics,llama3b,qwen32b,2
agreement_rate_sample154_wrong,business_ethics,llama8b,qwen32b,1
agreement_rate_sample154_wrong,business_ethics,qwen3b,qwen32b,2
agreement_rate_sample154_wrong,business_ethics,qwen7b,qwen32b,2
agreement_rate_sample154_wrong,business_ethics,qwen14b,qwen32b,1
agreement_rate_sample156_wrong,business_ethics,qwen32b,llama3b,2
agreement_rate_sample156_wrong,business_ethics,llama3b,llama8b,1
agreement_rate_sample156_wrong,business_ethics,qwen3b,llama8b,1
agreement_rate_sample156_wrong,business_ethics,qwen7b,llama8b,1
agreement_rate_sample156_wrong,business_ethics,qwen32b,llama8b,1
agreement_rate_sample156_wrong,business_ethics,llama3b,qwen3b,1
agreement_rate_sample156_wrong,business_ethics,qwen14b,qwen3b,1
agreement_rate_sample156_wrong,business_ethics,qwen32b,qwen3b,1
agreement_rate_sample156_wrong,business_ethics,llama3b,qwen7b,1
agreement_rate_sample156_wrong,business_ethics,qwen14b,qwen7b,1
agreement_rate_sample156_wrong,business_ethics,qwen32b,qwen7b,1
agreement_rate_sample156_wrong,business_ethics,qwen32b,qwen14b,2
agreement_rate_sample156_wrong,business_ethics,llama8b,qwen14b,1
agreement_rate_sample156_wrong,business_ethics,qwen3b,qwen14b,2
agreement_rate_sample156_wrong,business_ethics,qwen7b,qwen14b,2
agreement_rate_sample156_wrong,business_ethics,llama3b,qwen14b,1
agreement_rate_sample156_wrong,business_ethics,llama3b,qwen32b,2
agreement_rate_sample156_wrong,business_ethics,llama8b,qwen32b,2
agreement_rate_sample156_wrong,business_ethics,qwen3b,qwen32b,2
agreement_rate_sample156_wrong,business_ethics,qwen7b,qwen32b,2
agreement_rate_sample156_wrong,business_ethics,qwen14b,qwen32b,2
agreement_rate_sample158_wrong,business_ethics,qwen7b,llama3b,1
agreement_rate_sample158_wrong,business_ethics,qwen3b,llama3b,1
agreement_rate_sample158_wrong,business_ethics,qwen14b,llama3b,1
agreement_rate_sample158_wrong,business_ethics,qwen32b,llama3b,1
agreement_rate_sample158_wrong,business_ethics,qwen7b,llama8b,1
agreement_rate_sample158_wrong,business_ethics,llama3b,llama8b,1
agreement_rate_sample158_wrong,business_ethics,qwen3b,llama8b,1
agreement_rate_sample158_wrong,business_ethics,qwen32b,llama8b,1
agreement_rate_sample158_wrong,business_ethics,llama3b,qwen14b,1
agreement_rate_sample158_wrong,business_ethics,llama8b,qwen14b,1
agreement_rate_sample158_wrong,business_ethics,qwen7b,qwen14b,1
agreement_rate_sample158_wrong,business_ethics,llama3b,qwen32b,2
agreement_rate_sample158_wrong,business_ethics,llama8b,qwen32b,1
agreement_rate_sample158_wrong,business_ethics,qwen7b,qwen32b,1
agreement_rate_sample158_wrong,business_ethics,qwen3b,qwen32b,1
agreement_rate_sample161_wrong,business_ethics,qwen7b,llama3b,1
